"","contig_id","contig_length","genome_copies","gene_count","viral_genes","host_genes","checkv_quality","miuvig_quality","completeness","completeness_method","contamination","provirus","termini","warnings","Annotation","Annotation_lineage"
"2523","NODE_3472_length_1571_cov_2_359438_S010-136",1571,1,5,1,0,"Low-quality","Genome-fragment",2.57,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2524","NODE_3678_length_1503_cov_9_166900_S010-136",1503,1,3,2,0,"Low-quality","Genome-fragment",3.97,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2525","NODE_3903_length_1437_cov_5_788235_S010-136",1437,1,3,1,0,"Low-quality","Genome-fragment",3.91,"AAI-based",0,"No","","","Faecalibacterium phage FP_Mushu","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"2526","NODE_4082_length_1386_cov_5_339954_S010-136",1386,1,3,2,0,"Low-quality","Genome-fragment",2.4,"AAI-based",0,"No","","","Lactococcus virus CB13","Viruses; Caudovirales; Siphoviridae; Skunavirus"
"2527","NODE_4182_length_1365_cov_107_066770_S010-136",1365,1,3,2,0,"Low-quality","Genome-fragment",4.43,"AAI-based",0,"No","","","Lactococcus phage 88605","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2528","NODE_4371_length_1315_cov_5_072698_S010-136",1315,1,3,0,0,"Low-quality","Genome-fragment",2.44,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"2529","NODE_4583_length_1268_cov_99_947943_S010-136",1268,1,3,3,0,"Low-quality","Genome-fragment",4.1,"AAI-based",0,"No","","","Lactococcus phage LP0903","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2530","NODE_4705_length_1245_cov_4_255137_S010-136",1245,1,4,0,1,"Low-quality","Genome-fragment",2.26,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"2531","NODE_4994_length_1183_cov_16_881555_S010-136",1183,1,3,3,0,"Low-quality","Genome-fragment",3.84,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiJF1","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2532","NODE_5002_length_1182_cov_6_152941_S010-136",1182,1,3,3,0,"Low-quality","Genome-fragment",3.84,"AAI-based",0,"No","","","Lactococcus virus bIL170","Viruses; Caudovirales; Siphoviridae; Skunavirus"
"2533","NODE_5062_length_1169_cov_100_022894_S010-136",1169,1,4,3,0,"Low-quality","Genome-fragment",3.8,"AAI-based",0,"No","","","Lactococcus virus Sl4","Viruses; Caudovirales; Siphoviridae; Skunavirus"
"2534","NODE_5273_length_1133_cov_4_069129_S010-136",1133,1,2,2,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"2535","NODE_5281_length_1131_cov_370_015180_S010-136",1131,1,3,3,0,"Low-quality","Genome-fragment",3.61,"AAI-based",0,"No","","","Lactococcus virus CB13","Viruses; Caudovirales; Siphoviridae; Skunavirus"
"2536","NODE_5557_length_1088_cov_5_693373_S010-136",1088,1,2,1,0,"Low-quality","Genome-fragment",3.44,"AAI-based",0,"No","","","Lactococcus phage P680","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2537","NODE_5571_length_1086_cov_31_368682_S010-136",1086,1,1,1,0,"Low-quality","Genome-fragment",3.23,"AAI-based",0,"No","","","Lactococcus phage fd13","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2538","NODE_5573_length_1086_cov_6_697721_S010-136",1086,1,2,2,0,"Low-quality","Genome-fragment",3.53,"AAI-based",0,"No","","","Lactococcus phage 16802","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2539","NODE_5789_length_1055_cov_4_807771_S010-136",1055,1,2,2,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","",""
"2540","NODE_5834_length_1048_cov_5_671473_S010-136",1048,1,4,2,0,"Low-quality","Genome-fragment",1.87,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2541","NODE_6781_length_926_cov_10_227326_S010-136",926,1,3,2,0,"Low-quality","Genome-fragment",3,"AAI-based",0,"No","","","Lactococcus phage 936 group phage Phi5.12","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2542","NODE_7030_length_901_cov_23_308252_S010-136",901,1,3,2,0,"Low-quality","Genome-fragment",2.93,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiLj","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2543","NODE_8058_length_810_cov_3_725784_S010-136",810,1,2,0,0,"Low-quality","Genome-fragment",2.62,"AAI-based",0,"No","","'no viral genes detected'","Lactococcus phage jm2","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2544","NODE_8417_length_780_cov_4_453770_S010-136",780,1,2,2,0,"Low-quality","Genome-fragment",2.53,"AAI-based",0,"No","","","Lactococcus phage 340","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2545","NODE_9567_length_708_cov_2_841521_S010-136",708,1,4,3,0,"Low-quality","Genome-fragment",2.3,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiC0139","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2546","NODE_10043_length_682_cov_5_748760_S010-136",682,1,3,2,0,"Low-quality","Genome-fragment",2.21,"AAI-based",0,"No","","","Lactococcus phage 79201","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2547","NODE_10104_length_679_cov_15_254153_S010-136",679,1,4,4,0,"Low-quality","Genome-fragment",2.17,"AAI-based",0,"No","","","Lactococcus virus bIL170","Viruses; Caudovirales; Siphoviridae; Skunavirus"
"2548","NODE_1_length_79048_cov_27_609933_S010-137",79048,1,128,22,3,"High-quality","High-quality",100,"AAI-based",1.52,"Yes","","","Caudovirales","Caudovirales"
"2549","NODE_3_length_37089_cov_1531_431266_S010-137",37089,1,61,21,1,"High-quality","High-quality",97.97,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2550","NODE_4_length_34077_cov_88_158824_S010-137",34077,1,47,17,0,"Complete","High-quality",99.81,"AAI-based",0,"No","77-bp-DTR","","Caudovirales","Caudovirales"
"2551","NODE_7_length_25697_cov_18_574356_S010-137",25697,1,50,13,0,"Medium-quality","Genome-fragment",73.71,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2552","NODE_8_length_21370_cov_12_297938_S010-137",21370,1,27,20,0,"Low-quality","Genome-fragment",47.34,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2553","NODE_20_length_11513_cov_11_315058_S010-137",11513,1,23,6,0,"Low-quality","Genome-fragment",25.51,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2554","NODE_25_length_9766_cov_7_204046_S010-137",9766,1,13,9,0,"Low-quality","Genome-fragment",20.93,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2555","NODE_36_length_7070_cov_6_469183_S010-137",7070,1,13,6,0,"Low-quality","Genome-fragment",15.08,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2556","NODE_43_length_5981_cov_7_758130_S010-137",5981,1,13,2,0,"Low-quality","Genome-fragment",11.55,"AAI-based",0,"No","","","Mannheimia phage vB_MhS_3927AP1","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"2557","NODE_56_length_5122_cov_5_207334_S010-137",5122,1,8,6,0,"Low-quality","Genome-fragment",10.11,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2558","NODE_58_length_5038_cov_7_106632_S010-137",5038,1,9,0,0,"Low-quality","Genome-fragment",11.16,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"2559","NODE_71_length_4202_cov_7_801697_S010-137",4202,1,7,1,2,"Low-quality","Genome-fragment",11.31,"AAI-based",0,"No","","'microbial genes > viral genes'","Caudovirales","Caudovirales"
"2560","NODE_76_length_3820_cov_21_036602_S010-137",3820,1,9,1,0,"Low-quality","Genome-fragment",9.24,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2561","NODE_101_length_2904_cov_3_945879_S010-137",2904,1,4,2,0,"Low-quality","Genome-fragment",6.99,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2562","NODE_103_length_2891_cov_7_886994_S010-137",2891,1,3,3,0,"Low-quality","Genome-fragment",7.98,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"2563","NODE_105_length_2879_cov_4_159886_S010-137",2879,1,7,1,0,"Low-quality","Genome-fragment",7.05,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2564","NODE_221_length_1865_cov_2_776286_S010-137",1865,1,5,3,0,"Low-quality","Genome-fragment",3.77,"AAI-based",0,"No","","","Mannheimia phage vB_MhS_3927AP1","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"2565","NODE_222_length_1842_cov_3_436261_S010-137",1842,1,5,1,0,"Low-quality","Genome-fragment",4.82,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"2566","NODE_227_length_1798_cov_10_045322_S010-137",1798,1,4,4,0,"Low-quality","Genome-fragment",2.22,"AAI-based",0,"No","","","Lactococcus phage MW18L","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2567","NODE_558_length_1013_cov_16_034188_S010-137",1013,1,4,4,0,"Low-quality","Genome-fragment",3.29,"AAI-based",0,"No","","","Lactococcus phage 62605","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2568","NODE_5_length_41509_cov_21_450183_S010-139",41509,1,55,2,3,"Medium-quality","Genome-fragment",76.44,"AAI-based",0,"No","","'microbial genes > viral genes'","Caudovirales","Caudovirales"
"2569","NODE_6_length_39953_cov_76_898962_S010-139",39953,1,56,18,1,"Complete","High-quality",100,"AAI-based",0,"No","77-bp-DTR","","Caudovirales","Caudovirales"
"2570","NODE_7_length_35013_cov_2082_451168_S010-139",35013,1,63,20,0,"High-quality","High-quality",100,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2571","NODE_32_length_9368_cov_16_169627_S010-139",9368,1,8,1,0,"Low-quality","Genome-fragment",21.53,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"2572","NODE_72_length_4522_cov_13_621597_S010-139",4522,1,5,2,0,"Low-quality","Genome-fragment",11.67,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2573","NODE_81_length_4109_cov_6_340030_S010-139",4109,1,8,1,0,"Low-quality","Genome-fragment",11.89,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2574","NODE_95_length_3355_cov_3_230323_S010-139",3355,1,7,5,0,"Low-quality","Genome-fragment",8.16,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2575","NODE_126_length_2753_cov_3_879671_S010-139",2753,1,6,0,1,"Low-quality","Genome-fragment",9.53,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"2576","NODE_132_length_2690_cov_4_108687_S010-139",2690,1,4,2,0,"Low-quality","Genome-fragment",9.57,"AAI-based",0,"No","","","Leuconostoc phage phiLNTR2","Viruses; Caudovirales; Siphoviridae; Mccleskeyvirinae; Unaquatrovirus; unclassified Unaquatrovirus"
"2577","NODE_166_length_2479_cov_13_301832_S010-139",2479,1,5,5,0,"Low-quality","Genome-fragment",8.05,"AAI-based",0,"No","","","Lactococcus phage ASCC284","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2578","NODE_187_length_2291_cov_5_836495_S010-139",2291,1,2,1,0,"Low-quality","Genome-fragment",7.94,"AAI-based",0,"No","","","Leuconostoc phage 1-A4","Viruses; Caudovirales; Siphoviridae; Mccleskeyvirinae; Unaquatrovirus; Leuconostoc virus 1A4"
"2579","NODE_231_length_1927_cov_29_336757_S010-139",1927,1,2,2,0,"Low-quality","Genome-fragment",6.25,"AAI-based",0,"No","","","Lactococcus phage 17W12M","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2580","NODE_239_length_1879_cov_5_460599_S010-139",1879,1,2,0,0,"Low-quality","Genome-fragment",6.51,"AAI-based",0,"No","","'no viral genes detected'","Leuconostoc phage Ln-8","Viruses; Caudovirales; Siphoviridae; Mccleskeyvirinae; Unaquatrovirus; Leuconostoc virus Ln8"
"2581","NODE_242_length_1860_cov_3_911385_S010-139",1860,1,5,0,0,"Low-quality","Genome-fragment",4.83,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"2582","NODE_255_length_1805_cov_2_281250_S010-139",1805,1,5,1,0,"Low-quality","Genome-fragment",6.26,"AAI-based",0,"No","","","Leuconostoc phage phiLNTR2","Viruses; Caudovirales; Siphoviridae; Mccleskeyvirinae; Unaquatrovirus; unclassified Unaquatrovirus"
"2583","NODE_271_length_1657_cov_12_591772_S010-139",1657,1,3,2,0,"Low-quality","Genome-fragment",5.75,"AAI-based",0,"No","","","Leuconostoc phage phiLNTR2","Viruses; Caudovirales; Siphoviridae; Mccleskeyvirinae; Unaquatrovirus; unclassified Unaquatrovirus"
"2584","NODE_274_length_1629_cov_13_851804_S010-139",1629,1,6,6,0,"Low-quality","Genome-fragment",5.29,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiS0139","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2585","NODE_277_length_1626_cov_3_322143_S010-139",1626,1,3,2,0,"Low-quality","Genome-fragment",3.94,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2586","NODE_287_length_1581_cov_2_285239_S010-139",1581,1,4,1,0,"Low-quality","Genome-fragment",2.82,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2587","NODE_312_length_1464_cov_8_586878_S010-139",1464,1,6,6,0,"Low-quality","Genome-fragment",4.74,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiS0139","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2588","NODE_333_length_1399_cov_8_369138_S010-139",1399,1,2,1,0,"Low-quality","Genome-fragment",4.55,"AAI-based",0,"No","","","Lactococcus phage 56301","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2589","NODE_334_length_1395_cov_4_466616_S010-139",1395,1,5,5,0,"Low-quality","Genome-fragment",4.5,"AAI-based",0,"No","","","Lactococcus virus 712","Viruses; Caudovirales; Siphoviridae; Skunavirus"
"2590","NODE_339_length_1384_cov_10_700842_S010-139",1384,1,2,2,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","",""
"2591","NODE_349_length_1372_cov_6_051737_S010-139",1372,1,3,2,0,"Low-quality","Genome-fragment",4.43,"AAI-based",0,"No","","","Lactococcus phage 936 group phage Phi129","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2592","NODE_365_length_1341_cov_5_102057_S010-139",1341,1,1,1,0,"Low-quality","Genome-fragment",4.46,"AAI-based",0,"No","","","Leuconostoc phage Ln-9","Viruses; Caudovirales; Siphoviridae; Mccleskeyvirinae; Unaquatrovirus; Leuconostoc virus Ln9"
"2593","NODE_428_length_1208_cov_23_071618_S010-139",1208,1,3,3,0,"Low-quality","Genome-fragment",3.85,"AAI-based",0,"No","","","Lactococcus phage phi7","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2594","NODE_551_length_1029_cov_8_372899_S010-139",1029,1,1,1,0,"Low-quality","Genome-fragment",3.33,"AAI-based",0,"No","","","Lactococcus phage 63302","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2595","NODE_632_length_951_cov_2_921053_S010-139",951,1.1,2,0,0,"Low-quality","Genome-fragment",3.3,"AAI-based",0,"No","77-bp-DTR","'no viral genes detected'; 'predicted termini not supported by estimated completeness'","Leuconostoc phage Ln-8","Viruses; Caudovirales; Siphoviridae; Mccleskeyvirinae; Unaquatrovirus; Leuconostoc virus Ln8"
"2596","NODE_633_length_950_cov_10_623139_S010-139",950,1,2,2,0,"Low-quality","Genome-fragment",1.16,"AAI-based",0,"No","","","Lactococcus phage 66901","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2597","NODE_640_length_945_cov_20_543779_S010-139",945,1,2,1,0,"Low-quality","Genome-fragment",3.07,"AAI-based",0,"No","","","Lactococcus phage 16802","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2598","NODE_644_length_943_cov_3_846420_S010-139",943,1,3,3,0,"Low-quality","Genome-fragment",3.02,"AAI-based",0,"No","","","Lactococcus lactis phage P475","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2599","NODE_647_length_939_cov_10_742459_S010-139",939,1,2,2,0,"Low-quality","Genome-fragment",2.84,"AAI-based",0,"No","","","Lactococcus phage MW18L","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2600","NODE_1004_length_728_cov_15_176651_S010-139",728,1,2,1,0,"Low-quality","Genome-fragment",2.36,"AAI-based",0,"No","","","Lactococcus phage 88605","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2601","NODE_1171_length_673_cov_15_788591_S010-139",673,1,3,3,0,"Low-quality","Genome-fragment",2.19,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2602","NODE_78_length_2691_cov_5_069625_S010-141",2691,1,8,2,0,"Low-quality","Genome-fragment",6.04,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2603","NODE_392_length_1355_cov_2_256651_S010-141",1355,1,3,0,0,"Low-quality","Genome-fragment",0.84,"AAI-based",0,"No","","'no viral genes detected'","Clostridium phage c-st","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"2604","NODE_22_length_4220_cov_7_411055_S010-142",4220,1,3,2,0,"Low-quality","Genome-fragment",12.11,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2605","NODE_35_length_2896_cov_3_599858_S010-142",2896,1,5,3,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"2606","NODE_177_length_1434_cov_3_679440_S010-142",1434,1,3,2,0,"Low-quality","Genome-fragment",4.65,"AAI-based",0,"No","","","Lactococcus phage MW18L","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2607","NODE_214_length_1336_cov_4_018268_S010-142",1336,1,6,5,0,"Low-quality","Genome-fragment",4.33,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiJF1","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2608","NODE_301_length_1158_cov_5_487512_S010-142",1158,1,2,2,0,"Low-quality","Genome-fragment",3.75,"AAI-based",0,"No","","","Lactococcus phage MW18L","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2609","NODE_68_length_2466_cov_2_075345_S010-143",2466,1,5,2,0,"Low-quality","Genome-fragment",6.21,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2610","NODE_71_length_2364_cov_10_040227_S010-143",2364,1,6,6,0,"Low-quality","Genome-fragment",7.68,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiS0139","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2611","NODE_103_length_1854_cov_6_288689_S010-143",1854,1,2,2,0,"Low-quality","Genome-fragment",5.99,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiS0139","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2612","NODE_157_length_1502_cov_1_394386_S010-143",1502,1,5,0,0,"Low-quality","Genome-fragment",5.21,"AAI-based",0,"No","","'no viral genes detected'","Leuconostoc phage 1-A4","Viruses; Caudovirales; Siphoviridae; Mccleskeyvirinae; Unaquatrovirus; Leuconostoc virus 1A4"
"2613","NODE_165_length_1463_cov_4_828283_S010-143",1463,1,3,2,0,"Low-quality","Genome-fragment",4.75,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiLj","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2614","NODE_213_length_1338_cov_1_448057_S010-143",1338,1,3,2,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"2615","NODE_238_length_1244_cov_6_134533_S010-143",1244,1,2,2,0,"Low-quality","Genome-fragment",4.04,"AAI-based",0,"No","","","Lactococcus phage 16802","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2616","NODE_334_length_1033_cov_2_540795_S010-143",1033,1,1,1,0,"Low-quality","Genome-fragment",3.65,"AAI-based",0,"No","","","Leuconostoc phage phiLNTR2","Viruses; Caudovirales; Siphoviridae; Mccleskeyvirinae; Unaquatrovirus; unclassified Unaquatrovirus"
"2617","NODE_3_length_57048_cov_55_464394_S010-144",57048,1,78,14,2,"High-quality","High-quality",94.21,"AAI-based",3.6,"Yes","","","Caudovirales","Caudovirales"
"2618","NODE_4_length_40314_cov_187_382036_S010-144",40314,1,40,8,1,"Medium-quality","Genome-fragment",67.22,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
